BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201708,17,657,201708,17,915,119960,718939,PUERTO RICO,99,2017,August,Flash Flood,C,37,CEIBA,SJU,17-AUG-17 06:57:00,AST-4,17-AUG-17 09:15:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,4.38,WNW,CEIBA,4.5,WNW,CEIBA,18.2638,-65.6952,18.2635,-65.6932,"A strong tropical wave affected the region producing heavy rainfall and thunderstorms, mainly over the eastern half of PR.","Residence flooded in Barrio Rio Abajo, Carretera 975 KM 1.7.",CSV
201708,20,1438,201708,20,1645,120238,720492,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 14:38:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.02,W,MAYAGUEZ,2.02,W,MAYAGUEZ,18.204,-67.1506,18.204,-67.1504,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in residence along Calle Montalvo located in Barrio Dulces Labios.,CSV
201708,20,1341,201708,20,1745,120238,720493,PUERTO RICO,99,2017,August,Flash Flood,C,129,SAN LORENZO,SJU,20-AUG-17 13:41:00,AST-4,20-AUG-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.99,NNW,SAN LORENZO,2.35,NNW,SAN LORENZO,18.1893,-65.989,18.19,-65.9845,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in the Parcelas de Quemados section.,CSV
201708,20,1409,201708,20,1645,120238,720495,PUERTO RICO,99,2017,August,Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 14:09:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.37,WNW,MAYAGUEZ,1.36,WNW,MAYAGUEZ,18.2066,-67.1396,18.207,-67.1385,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding along Road PR-65 towards Road PR-108 across from Parque Los Proceres.,CSV
201701,10,800,201701,10,1800,112942,674810,PUERTO RICO,99,2017,January,Coastal Flood,Z,10,MAYAGUEZ AND VICINITY,SJU,10-JAN-17 08:00:00,AST-4,10-JAN-17 18:00:00,0,0,0,0,0.00K,0.00K,Public,,,,,,,,,,,,,,,,,,,,,,"A cold front moved across local area bringing clouds and showers. A strong surface high pressure built over the western Atlantic, creating breezy to windy conditions.Large north northwest swell produced hazardous marine conditions across the regional waters. A small craft, high surf and coastal flood advisories were issued.",Portions of road 102 along Boulevard Guanajibo in Mayaguez experiences coastal flooding due to the NNW swell.,CSV
201701,15,1745,201701,16,2000,113315,678145,PUERTO RICO,99,2017,January,Rip Current,Z,8,NORTHWEST,SJU,15-JAN-17 17:45:00,AST-4,16-JAN-17 20:00:00,0,0,1,0,0.00K,0.00K,Newspaper,,,,,,,,,,,,,,,,,,,,,,Dangerous marine conditions produced rip currents across the northwest through northeast coastal areas of Puerto Rico.,A 39 year old man from the state of Florida drowned at a beach in the municipality of Rincon.,CSV
201708,20,1417,201708,20,1645,120238,720502,PUERTO RICO,99,2017,August,Flash Flood,C,97,MAYAGUEZ,SJU,20-AUG-17 14:17:00,AST-4,20-AUG-17 16:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.17,W,MAYAGUEZ,1.13,WNW,MAYAGUEZ,18.2028,-67.1376,18.2055,-67.1375,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,People trapped in vehicle reported along Calle Martinez Nadal before Palacio de Recreacion y Deportes.,CSV
201708,20,1221,201708,20,1730,120238,720511,PUERTO RICO,99,2017,August,Flash Flood,C,31,CAROLINA,SJU,20-AUG-17 12:21:00,AST-4,20-AUG-17 17:30:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,Heavy Rain,,,,,,,,,4.57,NNW,CAROLINA,4.53,NNW,CAROLINA,18.4255,-65.9879,18.4256,-65.9877,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,State Police station personnel reported that police cars were stranded due to flooding.,CSV
201708,20,1214,201708,20,1730,120238,720516,PUERTO RICO,99,2017,August,Flood,C,31,CAROLINA,SJU,20-AUG-17 12:14:00,AST-4,20-AUG-17 17:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.47,NNW,CAROLINA,3.42,NNW,CAROLINA,18.4169,-65.969,18.4174,-65.969,A strong tropical wave moving across the region produced heavy shower and thunderstorm activity across most of PR.,Flooding reported in Calle 34 in Barrio Villa Asturia.,CSV
201708,10,1630,201708,10,1900,119954,718919,PUERTO RICO,99,2017,August,Flood,C,67,HORMIGUEROS,SJU,10-AUG-17 16:30:00,AST-4,10-AUG-17 19:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.03,WNW,HORMIGUEROS,1.9,NW,HORMIGUEROS,18.1443,-67.1469,18.1456,-67.1441,Low-level moisture combined with daytime heating and local effects to generate showers and thunderstorms across portions of interior and southwest PR.,ROADS PR-309 AND PR-114 were reported impassable in the Urbanization Valle Hermoso.,CSV
201701,10,600,201701,12,1219,112931,674714,PUERTO RICO,99,2017,January,Coastal Flood,Z,8,NORTHWEST,SJU,10-JAN-17 06:00:00,AST-4,12-JAN-17 12:19:00,0,0,0,0,0.50K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,The combination of a surface low pressure across the Central Atlantic and a surface high pressure across the Western Atlantic resulted in windy conditions across the region. The combination of the winds and a large northerly swell created very hazardous seas across the local waters.,Beach erosion and coastal flooding were reported at Montones Beach in the municipality of Isabela.,CSV
201703,26,1500,201703,26,1503,113377,678392,PUERTO RICO,99,2017,March,Tornado,C,139,TRUJILLO ALTO,SJU,26-MAR-17 15:00:00,AST-4,26-MAR-17 15:03:00,0,0,0,0,,0.00K,Official NWS Observations,,,,,EF0,0.43,100,,,,,4.2,NNW,TRUJILLO ALTO,4.5,NNW,TRUJILLO ALTO,18.383,-66.0312,18.3889,-66.0292,"A surface low pressure north of Hispanola induced a moist and convectively unstable air mass over Puerto Rico. This southerly flow interacted with the island topography enhancing the low-level convergence along and downwind of the Cordillera Central. Scattered showers began to develop during the early afternoon hours across the northern slopes of Puerto Rico. One of these showers collided with the sea breeze front over southeast portions of San Juan, giving way to a brief EF0 tornado/landspout that touched down between Villa Andalucia and Park Gardens, Rio Piedras at approximately 3 PM AST.","Brief tornado in Villa Andalucia, Trujillo Alto left several trees and power lines down as well as a few houses with structural damage.",CSV
201703,18,1755,201703,18,1800,113793,681250,PUERTO RICO,99,2017,March,Rip Current,Z,5,NORTH CENTRAL,SJU,18-MAR-17 17:55:00,AST-4,18-MAR-17 18:00:00,0,0,1,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,Seas between 6 to 8 feet produced dangerous marine conditions along the north coast of Puerto Rico. Dangerous Rip current occurred along the north facing beaches of Puerto Rico.,A 29 year old women from Guaynabo municipality drowned at Poza Las Mujeres in Manati. Reports indicated she was dragged by Rip Currents.,CSV
201703,29,1815,201703,29,2015,113794,681251,PUERTO RICO,99,2017,March,Flood,C,43,COAMO,SJU,29-MAR-17 18:15:00,AST-4,29-MAR-17 20:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,.41,WNW,COAMO,.22,WNW,COAMO,18.0817,-66.356,18.0824,-66.3546,A moist southeast wind flow combined with daytime heating and local effects to produce scattered to numerous showers across the southern slopes of Puerto Rico.,Heavy rainfall and runoff across portions of northern Coamo caused Rio Coamo to flood portions of road PR-14 near the downtown area.,CSV
201703,7,1219,201703,8,600,113811,681465,PUERTO RICO,99,2017,March,Coastal Flood,Z,4,EASTERN INTERIOR,SJU,07-MAR-17 12:19:00,AST-4,08-MAR-17 06:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,A strong surface high pressure north of Puerto Rico produced windy conditions across the region. Surface winds between 20 to 25 knots across the coastal waters produced very hazardous marine conditions. A Coastal Flood Warning was in effect due to seas up to 16 feet with periods of 14 seconds resultant from a frontal boundary and very windy conditions.,Downtown Loiza reported as completely flooded. Coastal erosion and flooding due to hazardous breaking waves.,CSV
201703,6,420,201703,7,1800,113826,681545,PUERTO RICO,99,2017,March,High Surf,Z,10,MAYAGUEZ AND VICINITY,SJU,06-MAR-17 04:20:00,AST-4,07-MAR-17 18:00:00,0,0,0,0,0.00K,1000.00K,Emergency Manager,,,,,,,,,,,,,,,,,,,,,,"A 58 years old experience surfer suffered a heart complication while surfing and drowned near las Marias Beach. The Coast Guard tried to rescue him, but the efforts were negative. A NWS Southern Region For-The-Record Report was issued after the event. A Rip Current Statements and a High Surf Advisory were out.","Northerly long periods swell generated breaking wave heights between 10 and 14 feet. A 58 years old experience surfer suffered a heart complication while surfing and drowned near las Marias Beach. The Coast Guard tried to rescue him, but the efforts were negative. A NWS Southern Region For-The-Record Report was issued after the event. A Rip Current Statements and a High Surf Advisory were out.",CSV
201705,9,1730,201705,9,1745,116131,698054,PUERTO RICO,99,2017,May,Heavy Rain,C,65,HATILLO,SJU,09-MAY-17 17:30:00,AST-4,09-MAY-17 17:45:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,3.37,SSE,HATILLO,4.88,SSE,HATILLO,18.3744,-66.7818,18.3517,-66.7812,An upper level trough continued maintaining a wet weather pattern across the region. Flash flood warnings were issued due to heavy rain.,Emergency manager officials reported road PR-489 K.M 1.7 in Barrio Aibonito closed due to a mudslide sector Las Cuarenta of Hatillo.,CSV
201705,10,1422,201705,10,1600,116132,698055,PUERTO RICO,99,2017,May,Heavy Rain,C,107,OROCOVIS,SJU,10-MAY-17 14:22:00,AST-4,10-MAY-17 16:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,4.09,SSE,OROCOVIS,10.11,SSE,OROCOVIS,18.163,-66.4031,18.0832,-66.3655,Upper level trough affected the area. Above normal moisture combined with the upper level trough to cause the showers and thunderstorms to affect much of Puerto Rico and USVI.,"A mudslide was reported at roda PR-155, K.M. 22.2.",CSV
201705,11,1705,201705,11,1915,116133,699780,PUERTO RICO,99,2017,May,Flash Flood,C,95,MAUNABO,SJU,11-MAY-17 17:05:00,AST-4,11-MAY-17 19:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,1.27,NNW,MAUNABO,1.21,N,MAUNABO,18.016,-65.9293,18.0161,-65.9205,Trough aloft continued to move away the area while resulting in showers and thunderstorms affecting local area.,Emergency managers reported Rio Manuabo out of its banks with flood waters along Sector Garona in Barrio Tumbao.,CSV
201705,9,1400,201705,9,1400,116131,703975,PUERTO RICO,99,2017,May,Heavy Rain,C,39,CIALES,SJU,09-MAY-17 14:00:00,AST-4,09-MAY-17 14:00:00,0,0,0,0,10.00K,0.00K,Emergency Manager,,,,,,,,,,,,1.96,WNW,CIALES,1.9,N,CIALES,18.2957,-66.5449,18.3071,-66.5248,An upper level trough continued maintaining a wet weather pattern across the region. Flash flood warnings were issued due to heavy rain.,"Emergency manager from Ciales reported mudslides across roads PR-608, PR-614 near Km 5.0. Also, in Barrio Pozas sector Hoyo and another mudslide affected a residence in sector Pozo Muro. In Addition, the Rio Barbas flood waters damaged a bridge.",CSV
201705,9,1630,201705,9,1830,116131,703976,PUERTO RICO,99,2017,May,Flood,C,131,SAN SEBASTIAN,SJU,09-MAY-17 16:30:00,AST-4,09-MAY-17 18:30:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,2.36,NW,SAN SEBASTIAN,2.2,NW,SAN SEBASTIAN,18.3407,-66.9987,18.3413,-67.0003,An upper level trough continued maintaining a wet weather pattern across the region. Flash flood warnings were issued due to heavy rain.,"Roads PR-446, KM 0.2 intersection with PR-125 near Selectos Supermarket were affected by flooded waters from Rio Culebrinas.",CSV
201707,22,1630,201707,22,1815,119215,715884,PUERTO RICO,99,2017,July,Heavy Rain,C,127,SAN JUAN,SJU,22-JUL-17 16:30:00,AST-4,22-JUL-17 18:15:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,,,,,,,,,,3.07,SW,SAN JUAN,2.81,SSW,SAN JUAN,18.3449,-66.0786,18.3448,-66.0715,"The moisture associated with a tropical wave interacted with local and diurnal effects to produce a line of heavy showers and thunderstorms downstream from El Yunque, affecting the San Juan metro area.",Mudslide was reported in Camino Los Romeros street in Barrio Caimito.,CSV
201707,29,1550,201707,29,1700,119218,715891,PUERTO RICO,99,2017,July,Flash Flood,C,81,LARES,SJU,29-JUL-17 15:50:00,AST-4,29-JUL-17 17:00:00,0,0,0,0,0.00K,0.00K,Emergency Manager,,,Heavy Rain,,,,,,,,,3.52,NNW,LARES,3.4,NNW,LARES,18.3147,-66.8956,18.3098,-66.885,Strong diurnal heating and local effects combined with abundant low to mid-level moisture resulted in the development of heavy showers and thunderstorms across interior and western PR.,Emergency management officials reported that a bridge was closed due to flooding from Rio Guajataca in Barrio Seburuquillo.,CSV
201707,7,1340,201707,7,1900,119156,715610,PUERTO RICO,99,2017,July,Flood,C,127,SAN JUAN,SJU,07-JUL-17 13:40:00,AST-4,07-JUL-17 19:00:00,0,0,0,0,0.00K,0.00K,Public,,,Heavy Rain,,,,,,,,,4.1,WNW,SAN JUAN,3.87,WNW,SAN JUAN,18.3987,-66.1093,18.4,-66.1077,"A tropical wave moving across the area, combined with daytime heating and orographic effects produced scattered to numerous showers with thunderstorms across the San Juan metropolitan area.",Quebrada Margarita was reported out of its banks near Altamira at Road PR-19.,CSV
201707,7,1340,201707,7,1900,119156,715611,PUERTO RICO,99,2017,July,Flood,C,127,SAN JUAN,SJU,07-JUL-17 13:40:00,AST-4,07-JUL-17 19:00:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,.94,SE,SAN JUAN,.99,SE,SAN JUAN,18.3688,-66.042,18.3688,-66.0413,"A tropical wave moving across the area, combined with daytime heating and orographic effects produced scattered to numerous showers with thunderstorms across the San Juan metropolitan area.",Flooding was reported on PR-844 KM 1.1 near San Juan Chalet after Hotel del Valle.,CSV
201707,7,1343,201707,7,1900,119156,715612,PUERTO RICO,99,2017,July,Flood,C,61,GUAYNABO,SJU,07-JUL-17 13:43:00,AST-4,07-JUL-17 19:00:00,0,0,0,0,0.00K,0.00K,911 Call Center,,,Heavy Rain,,,,,,,,,7.36,NW,GUAYNABO,7.18,NW,GUAYNABO,18.4062,-66.1083,18.4063,-66.1078,"A tropical wave moving across the area, combined with daytime heating and orographic effects produced scattered to numerous showers with thunderstorms across the San Juan metropolitan area.",Flooding was reported at Avenida Martinez Nadal in direction towards Bayamon across from Bristol Myers.,CSV
